listing_id,source_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model_trim,model_trim_confidence,exterior_color,interior_color,exterior_color_confidence,interior_color_confidence,source,source_confidence,total_options,total_options_value,options_categories,options_list
1,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.590739,2025-08-26T10:21:18.630433,0.42857142857142855,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
2,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.592278,2025-08-26T10:21:18.630721,0.42857142857142855,2007,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
3,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.592575,2025-08-26T10:21:18.630981,0.42857142857142855,2008,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
4,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.592733,2025-08-26T10:21:18.631233,0.42857142857142855,2008,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
5,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.592912,2025-08-26T10:21:18.631527,0.42857142857142855,2016,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
6,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.593093,2025-08-26T10:21:18.631874,0.42857142857142855,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
7,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.593250,2025-08-26T10:21:18.632178,0.42857142857142855,2010,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
8,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.593449,2025-08-26T10:21:18.632443,0.42857142857142855,2016,1.0,Unknown,0.0,Unknown,0.0,Cayman GT4,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
9,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.593687,2025-08-26T10:21:18.632841,0.42857142857142855,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
10,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.593819,2025-08-26T10:21:18.633111,0.42857142857142855,2006,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
11,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.593939,2025-08-26T10:21:18.633406,0.42857142857142855,2015,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
12,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.594064,2025-08-26T10:21:18.633644,0.42857142857142855,2015,1.0,Unknown,0.0,Unknown,0.0,Cayman GTS,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
13,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.594177,2025-08-26T10:21:18.633891,0.42857142857142855,2010,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
14,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.594285,2025-08-26T10:21:18.634133,0.42857142857142855,2007,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
15,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.594393,2025-08-26T10:21:18.634431,0.42857142857142855,2016,1.0,Unknown,0.0,Unknown,0.0,Cayman GTS,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
16,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.594517,2025-08-26T10:21:18.634659,0.42857142857142855,2016,1.0,Unknown,0.0,Unknown,0.0,Cayman GT4,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
17,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.594692,2025-08-26T10:21:18.634909,0.5714285714285714,2007,1.0,Unknown,0.0,62,1.0,Cayman Base,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
18,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.594863,2025-08-26T10:21:18.635215,0.42857142857142855,2006,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
19,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.595004,2025-08-26T10:21:18.635474,0.42857142857142855,2006,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
20,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.595229,2025-08-26T10:21:18.635706,0.42857142857142855,2016,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
21,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.595386,2025-08-26T10:21:18.635948,0.42857142857142855,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
22,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.595559,2025-08-26T10:21:18.636269,0.42857142857142855,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
23,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.595708,2025-08-26T10:21:18.636503,0.42857142857142855,2009,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
24,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2025-08-26T10:21:18.595832,2025-08-26T10:21:18.636740,0.42857142857142855,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,,
