source_url,listing_url,title,price,year,model,mileage,collection_timestamp,scraping_method,raw_text,raw_html,processed_timestamp,processing_status
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/dccb8902-a155-44e3-bf33-6f563cb8bb77/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2012 Porsche Boxster S,Price not shown,2012,Cayman,Mileage not shown,2025-08-26T11:22:19.343840,autotempest_real,2012 Porsche Boxster S 2012 Cayman Price not shown Mileage not shown,<html><body>2012 Porsche Boxster S 2012 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664464,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bd944391-c66a-48cc-956e-deb2de745d0a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2011 Porsche Boxster,Price not shown,2011,Cayman,Mileage not shown,2025-08-26T11:22:19.357161,autotempest_real,2011 Porsche Boxster 2011 Cayman Price not shown Mileage not shown,<html><body>2011 Porsche Boxster 2011 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664476,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9911a576-8804-4fd7-a62d-61ca63768259/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2009 Porsche Boxster S,Price not shown,2009,Cayman,Mileage not shown,2025-08-26T11:22:19.371549,autotempest_real,2009 Porsche Boxster S 2009 Cayman Price not shown Mileage not shown,<html><body>2009 Porsche Boxster S 2009 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664478,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bef1535e-4d4d-481e-8ca8-4e69dd69d141/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2011 Porsche Boxster S,Price not shown,2011,Cayman,Mileage not shown,2025-08-26T11:22:19.385821,autotempest_real,2011 Porsche Boxster S 2011 Cayman Price not shown Mileage not shown,<html><body>2011 Porsche Boxster S 2011 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664480,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/d58b0ed4-43af-43c6-aec4-1fec0d7b3dfc/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2011 Porsche Boxster S,Price not shown,2011,Cayman,Mileage not shown,2025-08-26T11:22:19.398445,autotempest_real,2011 Porsche Boxster S 2011 Cayman Price not shown Mileage not shown,<html><body>2011 Porsche Boxster S 2011 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664482,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/00913ac2-c363-4c68-be09-13193ee12b64/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2010 Porsche Boxster,Price not shown,2010,Cayman,Mileage not shown,2025-08-26T11:22:19.410402,autotempest_real,2010 Porsche Boxster 2010 Cayman Price not shown Mileage not shown,<html><body>2010 Porsche Boxster 2010 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664484,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/571de632-1f0c-428d-808c-a1e93e992e13/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2012 Porsche Boxster,Price not shown,2012,Cayman,Mileage not shown,2025-08-26T11:22:19.422364,autotempest_real,2012 Porsche Boxster 2012 Cayman Price not shown Mileage not shown,<html><body>2012 Porsche Boxster 2012 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664485,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/5478a97d-5d9b-4b8c-9063-147503a1631e/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2010 Porsche Boxster Base (M6),Price not shown,2010,Cayman,Mileage not shown,2025-08-26T11:22:19.433777,autotempest_real,2010 Porsche Boxster Base (M6) 2010 Cayman Price not shown Mileage not shown,<html><body>2010 Porsche Boxster Base (M6) 2010 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664487,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/c2112af7-00a0-49bf-9278-d9e6f627d93e/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2011 Porsche Boxster Boxster,Price not shown,2011,Cayman,Mileage not shown,2025-08-26T11:22:19.446922,autotempest_real,2011 Porsche Boxster Boxster 2011 Cayman Price not shown Mileage not shown,<html><body>2011 Porsche Boxster Boxster 2011 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664489,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.ebay.com/itm/306463169067?hash=item475aa0da2b%3Ag%3ABv4AAOSwQS9oWly0&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,2009 Porsche Boxster,Price not shown,2009,Cayman,Mileage not shown,2025-08-26T11:22:19.466709,autotempest_real,2009 Porsche Boxster 2009 Cayman Price not shown Mileage not shown,<html><body>2009 Porsche Boxster 2009 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664491,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A85BS730081/?referrer_id=autotempest,2011 Porsche Boxster S,Price not shown,2011,Cayman,Mileage not shown,2025-08-26T11:22:19.518107,autotempest_real,2011 Porsche Boxster S 2011 Cayman Price not shown Mileage not shown,<html><body>2011 Porsche Boxster S 2011 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664492,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA29899U710776/?referrer_id=autotempest,2009 Porsche Boxster Standard,Price not shown,2009,Cayman,Mileage not shown,2025-08-26T11:22:19.551943,autotempest_real,2009 Porsche Boxster Standard 2009 Cayman Price not shown Mileage not shown,<html><body>2009 Porsche Boxster Standard 2009 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664494,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA2A84AS710096/?referrer_id=autotempest,2010 Porsche Boxster Standard,Price not shown,2010,Cayman,Mileage not shown,2025-08-26T11:22:19.565288,autotempest_real,2010 Porsche Boxster Standard 2010 Cayman Price not shown Mileage not shown,<html><body>2010 Porsche Boxster Standard 2010 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664496,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A87AS730095/?referrer_id=autotempest,2010 Porsche Boxster S,Price not shown,2010,Cayman,Mileage not shown,2025-08-26T11:22:19.577610,autotempest_real,2010 Porsche Boxster S 2010 Cayman Price not shown Mileage not shown,<html><body>2010 Porsche Boxster S 2010 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664498,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB298X9U730175/?referrer_id=autotempest,2009 Porsche Boxster S,Price not shown,2009,Cayman,Mileage not shown,2025-08-26T11:22:19.589261,autotempest_real,2009 Porsche Boxster S 2009 Cayman Price not shown Mileage not shown,<html><body>2009 Porsche Boxster S 2009 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664499,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.autotempest.com//www.autotempest.com/details/vast-7419201592332622812,2009 Porsche Boxster,Price not shown,2009,Cayman,Mileage not shown,2025-08-26T11:22:19.601973,autotempest_real,2009 Porsche Boxster 2009 Cayman Price not shown Mileage not shown,<html><body>2009 Porsche Boxster 2009 Cayman Price not shown Mileage not shown</body></html>,2025-08-26T11:22:19.664501,success
